,im_paths,ma_paths,white_pixels,corrupted
305,masachussetts/images/17578870_15.tiff,masachussetts/groundtruth/17578870_15.tif,382,False
306,masachussetts/images/17578885_15.tiff,masachussetts/groundtruth/17578885_15.tif,299,False
307,masachussetts/images/17578900_15.tiff,masachussetts/groundtruth/17578900_15.tif,807,False
308,masachussetts/images/17578915_15.tiff,masachussetts/groundtruth/17578915_15.tif,605,False
309,masachussetts/images/17578930_15.tiff,masachussetts/groundtruth/17578930_15.tif,726,False
310,masachussetts/images/17578945_15.tiff,masachussetts/groundtruth/17578945_15.tif,646,False
311,masachussetts/images/17578960_15.tiff,masachussetts/groundtruth/17578960_15.tif,822,False
312,masachussetts/images/17578975_15.tiff,masachussetts/groundtruth/17578975_15.tif,195733,False
313,masachussetts/images/17578990_15.tiff,masachussetts/groundtruth/17578990_15.tif,5273558,True
314,masachussetts/images/17728705_15.tiff,masachussetts/groundtruth/17728705_15.tif,5337026,True
315,masachussetts/images/17728720_15.tiff,masachussetts/groundtruth/17728720_15.tif,2235155,True
316,masachussetts/images/17728735_15.tiff,masachussetts/groundtruth/17728735_15.tif,20,False
317,masachussetts/images/17728750_15.tiff,masachussetts/groundtruth/17728750_15.tif,45,False
318,masachussetts/images/17728765_15.tiff,masachussetts/groundtruth/17728765_15.tif,61,False
319,masachussetts/images/17728780_15.tiff,masachussetts/groundtruth/17728780_15.tif,18,False
320,masachussetts/images/17728795_15.tiff,masachussetts/groundtruth/17728795_15.tif,1456774,True
321,masachussetts/images/17728810_15.tiff,masachussetts/groundtruth/17728810_15.tif,6709971,True
322,masachussetts/images/17728855_15.tiff,masachussetts/groundtruth/17728855_15.tif,2678246,True
323,masachussetts/images/17728870_15.tiff,masachussetts/groundtruth/17728870_15.tif,174,False
324,masachussetts/images/17728885_15.tiff,masachussetts/groundtruth/17728885_15.tif,406,False
325,masachussetts/images/17728900_15.tiff,masachussetts/groundtruth/17728900_15.tif,498,False
326,masachussetts/images/17728915_15.tiff,masachussetts/groundtruth/17728915_15.tif,453,False
327,masachussetts/images/17728930_15.tiff,masachussetts/groundtruth/17728930_15.tif,259,False
328,masachussetts/images/17728945_15.tiff,masachussetts/groundtruth/17728945_15.tif,572,False
329,masachussetts/images/17728960_15.tiff,masachussetts/groundtruth/17728960_15.tif,722939,True
330,masachussetts/images/17728975_15.tiff,masachussetts/groundtruth/17728975_15.tif,3579177,True
331,masachussetts/images/17728990_15.tiff,masachussetts/groundtruth/17728990_15.tif,6245683,True
332,masachussetts/images/17878705_15.tiff,masachussetts/groundtruth/17878705_15.tif,2437590,True
333,masachussetts/images/17878720_15.tiff,masachussetts/groundtruth/17878720_15.tif,38,False
334,masachussetts/images/17878750_15.tiff,masachussetts/groundtruth/17878750_15.tif,29,False
335,masachussetts/images/17878765_15.tiff,masachussetts/groundtruth/17878765_15.tif,21,False
336,masachussetts/images/17878795_15.tiff,masachussetts/groundtruth/17878795_15.tif,35,False
337,masachussetts/images/17878810_15.tiff,masachussetts/groundtruth/17878810_15.tif,4203988,True
338,masachussetts/images/17878855_15.tiff,masachussetts/groundtruth/17878855_15.tif,6196550,True
339,masachussetts/images/17878870_15.tiff,masachussetts/groundtruth/17878870_15.tif,441016,False
340,masachussetts/images/17878900_15.tiff,masachussetts/groundtruth/17878900_15.tif,352,False
341,masachussetts/images/17878915_15.tiff,masachussetts/groundtruth/17878915_15.tif,1081,False
342,masachussetts/images/17878930_15.tiff,masachussetts/groundtruth/17878930_15.tif,312,False
343,masachussetts/images/17878945_15.tiff,masachussetts/groundtruth/17878945_15.tif,735,False
344,masachussetts/images/17878960_15.tiff,masachussetts/groundtruth/17878960_15.tif,3641335,True
345,masachussetts/images/18028705_15.tiff,masachussetts/groundtruth/18028705_15.tif,4122180,True
346,masachussetts/images/18028720_15.tiff,masachussetts/groundtruth/18028720_15.tif,78,False
347,masachussetts/images/18028735_15.tiff,masachussetts/groundtruth/18028735_15.tif,0,False
348,masachussetts/images/18028765_15.tiff,masachussetts/groundtruth/18028765_15.tif,69,False
349,masachussetts/images/18028780_15.tiff,masachussetts/groundtruth/18028780_15.tif,91,False
350,masachussetts/images/18028795_15.tiff,masachussetts/groundtruth/18028795_15.tif,232,False
351,masachussetts/images/18028810_15.tiff,masachussetts/groundtruth/18028810_15.tif,1391082,True
352,masachussetts/images/18028825_15.tiff,masachussetts/groundtruth/18028825_15.tif,6443773,True
353,masachussetts/images/18028870_15.tiff,masachussetts/groundtruth/18028870_15.tif,3920820,True
354,masachussetts/images/18028885_15.tiff,masachussetts/groundtruth/18028885_15.tif,514,False
355,masachussetts/images/18028900_15.tiff,masachussetts/groundtruth/18028900_15.tif,429,False
356,masachussetts/images/18028915_15.tiff,masachussetts/groundtruth/18028915_15.tif,1065,False
357,masachussetts/images/18028930_15.tiff,masachussetts/groundtruth/18028930_15.tif,372,False
358,masachussetts/images/18028960_15.tiff,masachussetts/groundtruth/18028960_15.tif,1714630,True
359,masachussetts/images/18178705_15.tiff,masachussetts/groundtruth/18178705_15.tif,5822821,True
360,masachussetts/images/18178720_15.tiff,masachussetts/groundtruth/18178720_15.tif,45,False
361,masachussetts/images/18178735_15.tiff,masachussetts/groundtruth/18178735_15.tif,24,False
362,masachussetts/images/18178750_15.tiff,masachussetts/groundtruth/18178750_15.tif,15,False
363,masachussetts/images/18178765_15.tiff,masachussetts/groundtruth/18178765_15.tif,31,False
364,masachussetts/images/18178795_15.tiff,masachussetts/groundtruth/18178795_15.tif,372,False
365,masachussetts/images/18178810_15.tiff,masachussetts/groundtruth/18178810_15.tif,2403832,True
366,masachussetts/images/18178825_15.tiff,masachussetts/groundtruth/18178825_15.tif,5567822,True
367,masachussetts/images/18178885_15.tiff,masachussetts/groundtruth/18178885_15.tif,1403577,True
368,masachussetts/images/18178900_15.tiff,masachussetts/groundtruth/18178900_15.tif,318,False
369,masachussetts/images/18178915_15.tiff,masachussetts/groundtruth/18178915_15.tif,580,False
370,masachussetts/images/18178930_15.tiff,masachussetts/groundtruth/18178930_15.tif,517,False
371,masachussetts/images/18178945_15.tiff,masachussetts/groundtruth/18178945_15.tif,125,False
372,masachussetts/images/18178960_15.tiff,masachussetts/groundtruth/18178960_15.tif,236,False
373,masachussetts/images/18178975_15.tiff,masachussetts/groundtruth/18178975_15.tif,4771398,True
374,masachussetts/images/18328720_15.tiff,masachussetts/groundtruth/18328720_15.tif,868613,True
375,masachussetts/images/18328750_15.tiff,masachussetts/groundtruth/18328750_15.tif,25,False
376,masachussetts/images/18328765_15.tiff,masachussetts/groundtruth/18328765_15.tif,62,False
377,masachussetts/images/18328795_15.tiff,masachussetts/groundtruth/18328795_15.tif,219,False
378,masachussetts/images/18328810_15.tiff,masachussetts/groundtruth/18328810_15.tif,5238055,True
379,masachussetts/images/18328885_15.tiff,masachussetts/groundtruth/18328885_15.tif,3417313,True
380,masachussetts/images/18328900_15.tiff,masachussetts/groundtruth/18328900_15.tif,1121,False
381,masachussetts/images/18328915_15.tiff,masachussetts/groundtruth/18328915_15.tif,978,False
382,masachussetts/images/18328930_15.tiff,masachussetts/groundtruth/18328930_15.tif,469,False
383,masachussetts/images/18328945_15.tiff,masachussetts/groundtruth/18328945_15.tif,346,False
384,masachussetts/images/18328975_15.tiff,masachussetts/groundtruth/18328975_15.tif,1785421,True
385,masachussetts/images/18478720_15.tiff,masachussetts/groundtruth/18478720_15.tif,3532454,True
386,masachussetts/images/18478750_15.tiff,masachussetts/groundtruth/18478750_15.tif,151,False
387,masachussetts/images/18478765_15.tiff,masachussetts/groundtruth/18478765_15.tif,52,False
388,masachussetts/images/18478780_15.tiff,masachussetts/groundtruth/18478780_15.tif,107,False
389,masachussetts/images/18478795_15.tiff,masachussetts/groundtruth/18478795_15.tif,3145786,True
390,masachussetts/images/18478885_15.tiff,masachussetts/groundtruth/18478885_15.tif,4926633,True
391,masachussetts/images/18478915_15.tiff,masachussetts/groundtruth/18478915_15.tif,325,False
392,masachussetts/images/18478945_15.tiff,masachussetts/groundtruth/18478945_15.tif,953077,True
393,masachussetts/images/18478960_15.tiff,masachussetts/groundtruth/18478960_15.tif,3414989,True
394,masachussetts/images/18478975_15.tiff,masachussetts/groundtruth/18478975_15.tif,5343661,True
395,masachussetts/images/18628720_15.tiff,masachussetts/groundtruth/18628720_15.tif,3524873,True
396,masachussetts/images/18628735_15.tiff,masachussetts/groundtruth/18628735_15.tif,1222,False
397,masachussetts/images/18628750_15.tiff,masachussetts/groundtruth/18628750_15.tif,254,False
398,masachussetts/images/18628765_15.tiff,masachussetts/groundtruth/18628765_15.tif,216,False
399,masachussetts/images/18628780_15.tiff,masachussetts/groundtruth/18628780_15.tif,330,False
400,masachussetts/images/18628795_15.tiff,masachussetts/groundtruth/18628795_15.tif,3042526,True
401,masachussetts/images/18628885_15.tiff,masachussetts/groundtruth/18628885_15.tif,6606031,True
402,masachussetts/images/18628900_15.tiff,masachussetts/groundtruth/18628900_15.tif,3732893,True
403,masachussetts/images/18628915_15.tiff,masachussetts/groundtruth/18628915_15.tif,2450466,True
404,masachussetts/images/18628930_15.tiff,masachussetts/groundtruth/18628930_15.tif,6312786,True
405,masachussetts/images/18778720_15.tiff,masachussetts/groundtruth/18778720_15.tif,2197905,True
406,masachussetts/images/18778735_15.tiff,masachussetts/groundtruth/18778735_15.tif,225,False
407,masachussetts/images/18778750_15.tiff,masachussetts/groundtruth/18778750_15.tif,251,False
408,masachussetts/images/18778765_15.tiff,masachussetts/groundtruth/18778765_15.tif,211,False
409,masachussetts/images/18778780_15.tiff,masachussetts/groundtruth/18778780_15.tif,318,False
410,masachussetts/images/18778795_15.tiff,masachussetts/groundtruth/18778795_15.tif,3157035,True
411,masachussetts/images/18928720_15.tiff,masachussetts/groundtruth/18928720_15.tif,5006919,True
412,masachussetts/images/18928735_15.tiff,masachussetts/groundtruth/18928735_15.tif,32,False
413,masachussetts/images/18928750_15.tiff,masachussetts/groundtruth/18928750_15.tif,102,False
414,masachussetts/images/18928765_15.tiff,masachussetts/groundtruth/18928765_15.tif,47908,False
415,masachussetts/images/18928780_15.tiff,masachussetts/groundtruth/18928780_15.tif,2887668,True
416,masachussetts/images/18928795_15.tiff,masachussetts/groundtruth/18928795_15.tif,6456424,True
417,masachussetts/images/19078735_15.tiff,masachussetts/groundtruth/19078735_15.tif,1446688,True
418,masachussetts/images/19078750_15.tiff,masachussetts/groundtruth/19078750_15.tif,883985,True
419,masachussetts/images/19078765_15.tiff,masachussetts/groundtruth/19078765_15.tif,5144418,True
420,masachussetts/images/19228735_15.tiff,masachussetts/groundtruth/19228735_15.tif,4532175,True
421,masachussetts/images/19228750_15.tiff,masachussetts/groundtruth/19228750_15.tif,5121408,True
422,masachussetts/images/19528630_15.tiff,masachussetts/groundtruth/19528630_15.tif,2015795,True
423,masachussetts/images/19528645_15.tiff,masachussetts/groundtruth/19528645_15.tif,745132,True
424,masachussetts/images/19528660_15.tiff,masachussetts/groundtruth/19528660_15.tif,661727,True
425,masachussetts/images/19528675_15.tiff,masachussetts/groundtruth/19528675_15.tif,582382,True
426,masachussetts/images/19678630_15.tiff,masachussetts/groundtruth/19678630_15.tif,1532337,True
427,masachussetts/images/19678645_15.tiff,masachussetts/groundtruth/19678645_15.tif,200,False
428,masachussetts/images/19678660_15.tiff,masachussetts/groundtruth/19678660_15.tif,95,False
429,masachussetts/images/19678675_15.tiff,masachussetts/groundtruth/19678675_15.tif,26,False
430,masachussetts/images/19828630_15.tiff,masachussetts/groundtruth/19828630_15.tif,1902828,True
431,masachussetts/images/19828645_15.tiff,masachussetts/groundtruth/19828645_15.tif,72,False
432,masachussetts/images/19828660_15.tiff,masachussetts/groundtruth/19828660_15.tif,111,False
433,masachussetts/images/19828675_15.tiff,masachussetts/groundtruth/19828675_15.tif,152,False
434,masachussetts/images/19828885_15.tiff,masachussetts/groundtruth/19828885_15.tif,2014771,True
435,masachussetts/images/19828900_15.tiff,masachussetts/groundtruth/19828900_15.tif,114,False
436,masachussetts/images/19828915_15.tiff,masachussetts/groundtruth/19828915_15.tif,3662350,True
437,masachussetts/images/19978630_15.tiff,masachussetts/groundtruth/19978630_15.tif,3191653,True
438,masachussetts/images/19978645_15.tiff,masachussetts/groundtruth/19978645_15.tif,1065342,True
439,masachussetts/images/19978660_15.tiff,masachussetts/groundtruth/19978660_15.tif,1068834,True
440,masachussetts/images/19978675_15.tiff,masachussetts/groundtruth/19978675_15.tif,1073193,True
441,masachussetts/images/19978885_15.tiff,masachussetts/groundtruth/19978885_15.tif,1879526,True
442,masachussetts/images/19978900_15.tiff,masachussetts/groundtruth/19978900_15.tif,21,False
443,masachussetts/images/19978915_15.tiff,masachussetts/groundtruth/19978915_15.tif,23,False
444,masachussetts/images/19978930_15.tiff,masachussetts/groundtruth/19978930_15.tif,24,False
445,masachussetts/images/19978945_15.tiff,masachussetts/groundtruth/19978945_15.tif,3242147,True
446,masachussetts/images/20128870_15.tiff,masachussetts/groundtruth/20128870_15.tif,10,False
447,masachussetts/images/20128885_15.tiff,masachussetts/groundtruth/20128885_15.tif,15,False
448,masachussetts/images/20128900_15.tiff,masachussetts/groundtruth/20128900_15.tif,28,False
449,masachussetts/images/20128915_15.tiff,masachussetts/groundtruth/20128915_15.tif,17,False
450,masachussetts/images/20128930_15.tiff,masachussetts/groundtruth/20128930_15.tif,165,False
451,masachussetts/images/20128945_15.tiff,masachussetts/groundtruth/20128945_15.tif,823,False
452,masachussetts/images/20128960_15.tiff,masachussetts/groundtruth/20128960_15.tif,4,False
453,masachussetts/images/20128975_15.tiff,masachussetts/groundtruth/20128975_15.tif,8,False
454,masachussetts/images/20128990_15.tiff,masachussetts/groundtruth/20128990_15.tif,94,False
455,masachussetts/images/20129005_15.tiff,masachussetts/groundtruth/20129005_15.tif,4287096,True
456,masachussetts/images/20278870_15.tiff,masachussetts/groundtruth/20278870_15.tif,16,False
457,masachussetts/images/20278900_15.tiff,masachussetts/groundtruth/20278900_15.tif,464,False
458,masachussetts/images/20278915_15.tiff,masachussetts/groundtruth/20278915_15.tif,20,False
459,masachussetts/images/20278930_15.tiff,masachussetts/groundtruth/20278930_15.tif,52,False
460,masachussetts/images/20278945_15.tiff,masachussetts/groundtruth/20278945_15.tif,245,False
461,masachussetts/images/20278960_15.tiff,masachussetts/groundtruth/20278960_15.tif,33,False
462,masachussetts/images/20278975_15.tiff,masachussetts/groundtruth/20278975_15.tif,17,False
463,masachussetts/images/20278990_15.tiff,masachussetts/groundtruth/20278990_15.tif,12,False
464,masachussetts/images/20279005_15.tiff,masachussetts/groundtruth/20279005_15.tif,4091625,True
465,masachussetts/images/20428870_15.tiff,masachussetts/groundtruth/20428870_15.tif,344360,False
466,masachussetts/images/20428885_15.tiff,masachussetts/groundtruth/20428885_15.tif,54,False
467,masachussetts/images/20428900_15.tiff,masachussetts/groundtruth/20428900_15.tif,431,False
468,masachussetts/images/20428915_15.tiff,masachussetts/groundtruth/20428915_15.tif,54,False
469,masachussetts/images/20428930_15.tiff,masachussetts/groundtruth/20428930_15.tif,39,False
470,masachussetts/images/20428945_15.tiff,masachussetts/groundtruth/20428945_15.tif,501,False
471,masachussetts/images/20428960_15.tiff,masachussetts/groundtruth/20428960_15.tif,29,False
472,masachussetts/images/20428975_15.tiff,masachussetts/groundtruth/20428975_15.tif,13,False
473,masachussetts/images/20428990_15.tiff,masachussetts/groundtruth/20428990_15.tif,38,False
474,masachussetts/images/20429005_15.tiff,masachussetts/groundtruth/20429005_15.tif,3892314,True
475,masachussetts/images/20578870_15.tiff,masachussetts/groundtruth/20578870_15.tif,3015219,True
476,masachussetts/images/20578885_15.tiff,masachussetts/groundtruth/20578885_15.tif,185,False
477,masachussetts/images/20578900_15.tiff,masachussetts/groundtruth/20578900_15.tif,50,False
478,masachussetts/images/20578915_15.tiff,masachussetts/groundtruth/20578915_15.tif,131,False
479,masachussetts/images/20578930_15.tiff,masachussetts/groundtruth/20578930_15.tif,117,False
480,masachussetts/images/20578945_15.tiff,masachussetts/groundtruth/20578945_15.tif,246,False
481,masachussetts/images/20578960_15.tiff,masachussetts/groundtruth/20578960_15.tif,38,False
482,masachussetts/images/20578975_15.tiff,masachussetts/groundtruth/20578975_15.tif,55,False
483,masachussetts/images/20578990_15.tiff,masachussetts/groundtruth/20578990_15.tif,84,False
484,masachussetts/images/20579005_15.tiff,masachussetts/groundtruth/20579005_15.tif,3694967,True
485,masachussetts/images/20728870_15.tiff,masachussetts/groundtruth/20728870_15.tif,3679202,True
486,masachussetts/images/20728885_15.tiff,masachussetts/groundtruth/20728885_15.tif,493169,False
487,masachussetts/images/20728900_15.tiff,masachussetts/groundtruth/20728900_15.tif,1337,False
488,masachussetts/images/20728915_15.tiff,masachussetts/groundtruth/20728915_15.tif,402,False
489,masachussetts/images/20728930_15.tiff,masachussetts/groundtruth/20728930_15.tif,110,False
490,masachussetts/images/20728945_15.tiff,masachussetts/groundtruth/20728945_15.tif,308,False
491,masachussetts/images/20728975_15.tiff,masachussetts/groundtruth/20728975_15.tif,48,False
492,masachussetts/images/20728990_15.tiff,masachussetts/groundtruth/20728990_15.tif,15,False
493,masachussetts/images/20729005_15.tiff,masachussetts/groundtruth/20729005_15.tif,3496100,True
494,masachussetts/images/20878900_15.tiff,masachussetts/groundtruth/20878900_15.tif,625882,True
495,masachussetts/images/20878915_15.tiff,masachussetts/groundtruth/20878915_15.tif,102,False
496,masachussetts/images/20878945_15.tiff,masachussetts/groundtruth/20878945_15.tif,565,False
497,masachussetts/images/20878960_15.tiff,masachussetts/groundtruth/20878960_15.tif,185,False
498,masachussetts/images/20878975_15.tiff,masachussetts/groundtruth/20878975_15.tif,32,False
499,masachussetts/images/20878990_15.tiff,masachussetts/groundtruth/20878990_15.tif,1196050,True
500,masachussetts/images/20879005_15.tiff,masachussetts/groundtruth/20879005_15.tif,4648957,True
501,masachussetts/images/21028900_15.tiff,masachussetts/groundtruth/21028900_15.tif,2952226,True
502,masachussetts/images/21028915_15.tiff,masachussetts/groundtruth/21028915_15.tif,48,False
503,masachussetts/images/21028930_15.tiff,masachussetts/groundtruth/21028930_15.tif,183,False
504,masachussetts/images/21028945_15.tiff,masachussetts/groundtruth/21028945_15.tif,335,False
505,masachussetts/images/21028960_15.tiff,masachussetts/groundtruth/21028960_15.tif,96,False
506,masachussetts/images/21028975_15.tiff,masachussetts/groundtruth/21028975_15.tif,1035001,True
507,masachussetts/images/21178885_15.tiff,masachussetts/groundtruth/21178885_15.tif,3220894,True
508,masachussetts/images/21178900_15.tiff,masachussetts/groundtruth/21178900_15.tif,38,False
509,masachussetts/images/21178915_15.tiff,masachussetts/groundtruth/21178915_15.tif,115,False
510,masachussetts/images/21178930_15.tiff,masachussetts/groundtruth/21178930_15.tif,499,False
511,masachussetts/images/21178945_15.tiff,masachussetts/groundtruth/21178945_15.tif,794,False
512,masachussetts/images/21178960_15.tiff,masachussetts/groundtruth/21178960_15.tif,120,False
513,masachussetts/images/21178975_15.tiff,masachussetts/groundtruth/21178975_15.tif,2903271,True
514,masachussetts/images/21328870_15.tiff,masachussetts/groundtruth/21328870_15.tif,4015759,True
515,masachussetts/images/21328885_15.tiff,masachussetts/groundtruth/21328885_15.tif,0,False
516,masachussetts/images/21328900_15.tiff,masachussetts/groundtruth/21328900_15.tif,27,False
517,masachussetts/images/21328915_15.tiff,masachussetts/groundtruth/21328915_15.tif,63,False
518,masachussetts/images/21328930_15.tiff,masachussetts/groundtruth/21328930_15.tif,510,False
519,masachussetts/images/21328945_15.tiff,masachussetts/groundtruth/21328945_15.tif,159,False
520,masachussetts/images/21328960_15.tiff,masachussetts/groundtruth/21328960_15.tif,239,False
521,masachussetts/images/21328975_15.tiff,masachussetts/groundtruth/21328975_15.tif,1801281,True
522,masachussetts/images/21328990_15.tiff,masachussetts/groundtruth/21328990_15.tif,4297773,True
523,masachussetts/images/21329005_15.tiff,masachussetts/groundtruth/21329005_15.tif,4102866,True
524,masachussetts/images/21329020_15.tiff,masachussetts/groundtruth/21329020_15.tif,3904462,True
525,masachussetts/images/21329035_15.tiff,masachussetts/groundtruth/21329035_15.tif,3704483,True
526,masachussetts/images/21329050_15.tiff,masachussetts/groundtruth/21329050_15.tif,4799109,True
527,masachussetts/images/21478870_15.tiff,masachussetts/groundtruth/21478870_15.tif,4205184,True
528,masachussetts/images/21478885_15.tiff,masachussetts/groundtruth/21478885_15.tif,8,False
529,masachussetts/images/21478900_15.tiff,masachussetts/groundtruth/21478900_15.tif,13,False
530,masachussetts/images/21478915_15.tiff,masachussetts/groundtruth/21478915_15.tif,39,False
531,masachussetts/images/21478930_15.tiff,masachussetts/groundtruth/21478930_15.tif,610527,True
532,masachussetts/images/21478945_15.tiff,masachussetts/groundtruth/21478945_15.tif,1146360,True
533,masachussetts/images/21478960_15.tiff,masachussetts/groundtruth/21478960_15.tif,43,False
534,masachussetts/images/21478975_15.tiff,masachussetts/groundtruth/21478975_15.tif,246,False
535,masachussetts/images/21478990_15.tiff,masachussetts/groundtruth/21478990_15.tif,155,False
536,masachussetts/images/21479005_15.tiff,masachussetts/groundtruth/21479005_15.tif,15,False
537,masachussetts/images/21479020_15.tiff,masachussetts/groundtruth/21479020_15.tif,35,False
538,masachussetts/images/21479050_15.tiff,masachussetts/groundtruth/21479050_15.tif,1298055,True
539,masachussetts/images/21479065_15.tiff,masachussetts/groundtruth/21479065_15.tif,4578951,True
540,masachussetts/images/21628870_15.tiff,masachussetts/groundtruth/21628870_15.tif,4709049,True
541,masachussetts/images/21628885_15.tiff,masachussetts/groundtruth/21628885_15.tif,674054,True
542,masachussetts/images/21628900_15.tiff,masachussetts/groundtruth/21628900_15.tif,54,False
543,masachussetts/images/21628915_15.tiff,masachussetts/groundtruth/21628915_15.tif,27,False
544,masachussetts/images/21628930_15.tiff,masachussetts/groundtruth/21628930_15.tif,2318766,True
545,masachussetts/images/21628945_15.tiff,masachussetts/groundtruth/21628945_15.tif,5048978,True
546,masachussetts/images/21628960_15.tiff,masachussetts/groundtruth/21628960_15.tif,1325888,True
547,masachussetts/images/21628975_15.tiff,masachussetts/groundtruth/21628975_15.tif,21,False
548,masachussetts/images/21628990_15.tiff,masachussetts/groundtruth/21628990_15.tif,141,False
549,masachussetts/images/21629005_15.tiff,masachussetts/groundtruth/21629005_15.tif,127,False
550,masachussetts/images/21629020_15.tiff,masachussetts/groundtruth/21629020_15.tif,257,False
551,masachussetts/images/21629035_15.tiff,masachussetts/groundtruth/21629035_15.tif,14,False
552,masachussetts/images/21629050_15.tiff,masachussetts/groundtruth/21629050_15.tif,19,False
553,masachussetts/images/21629065_15.tiff,masachussetts/groundtruth/21629065_15.tif,2297002,True
554,masachussetts/images/21778900_15.tiff,masachussetts/groundtruth/21778900_15.tif,5,False
555,masachussetts/images/21778915_15.tiff,masachussetts/groundtruth/21778915_15.tif,6,False
556,masachussetts/images/21778930_15.tiff,masachussetts/groundtruth/21778930_15.tif,1598194,True
557,masachussetts/images/21778945_15.tiff,masachussetts/groundtruth/21778945_15.tif,5482690,True
558,masachussetts/images/21778960_15.tiff,masachussetts/groundtruth/21778960_15.tif,4615405,True
559,masachussetts/images/21778975_15.tiff,masachussetts/groundtruth/21778975_15.tif,16,False
560,masachussetts/images/21778990_15.tiff,masachussetts/groundtruth/21778990_15.tif,37,False
561,masachussetts/images/21779020_15.tiff,masachussetts/groundtruth/21779020_15.tif,151,False
562,masachussetts/images/21779035_15.tiff,masachussetts/groundtruth/21779035_15.tif,22,False
563,masachussetts/images/21779050_15.tiff,masachussetts/groundtruth/21779050_15.tif,122,False
564,masachussetts/images/21779065_15.tiff,masachussetts/groundtruth/21779065_15.tif,1032336,True
565,masachussetts/images/21779080_15.tiff,masachussetts/groundtruth/21779080_15.tif,4233969,True
566,masachussetts/images/21928900_15.tiff,masachussetts/groundtruth/21928900_15.tif,20,False
567,masachussetts/images/21928915_15.tiff,masachussetts/groundtruth/21928915_15.tif,15,False
568,masachussetts/images/21928930_15.tiff,masachussetts/groundtruth/21928930_15.tif,51,False
569,masachussetts/images/21928945_15.tiff,masachussetts/groundtruth/21928945_15.tif,1392362,True
570,masachussetts/images/21928960_15.tiff,masachussetts/groundtruth/21928960_15.tif,3356909,True
571,masachussetts/images/21928975_15.tiff,masachussetts/groundtruth/21928975_15.tif,93,False
572,masachussetts/images/21928990_15.tiff,masachussetts/groundtruth/21928990_15.tif,91,False
573,masachussetts/images/21929005_15.tiff,masachussetts/groundtruth/21929005_15.tif,82,False
574,masachussetts/images/21929035_15.tiff,masachussetts/groundtruth/21929035_15.tif,225,False
575,masachussetts/images/21929050_15.tiff,masachussetts/groundtruth/21929050_15.tif,563,False
576,masachussetts/images/21929065_15.tiff,masachussetts/groundtruth/21929065_15.tif,24,False
577,masachussetts/images/21929080_15.tiff,masachussetts/groundtruth/21929080_15.tif,1893332,True
578,masachussetts/images/22078900_15.tiff,masachussetts/groundtruth/22078900_15.tif,16,False
579,masachussetts/images/22078915_15.tiff,masachussetts/groundtruth/22078915_15.tif,23,False
580,masachussetts/images/22078930_15.tiff,masachussetts/groundtruth/22078930_15.tif,92,False
581,masachussetts/images/22078945_15.tiff,masachussetts/groundtruth/22078945_15.tif,11,False
582,masachussetts/images/22078960_15.tiff,masachussetts/groundtruth/22078960_15.tif,212,False
583,masachussetts/images/22078990_15.tiff,masachussetts/groundtruth/22078990_15.tif,172,False
584,masachussetts/images/22079005_15.tiff,masachussetts/groundtruth/22079005_15.tif,59,False
585,masachussetts/images/22079020_15.tiff,masachussetts/groundtruth/22079020_15.tif,348,False
586,masachussetts/images/22079035_15.tiff,masachussetts/groundtruth/22079035_15.tif,391,False
587,masachussetts/images/22079050_15.tiff,masachussetts/groundtruth/22079050_15.tif,242,False
588,masachussetts/images/22079065_15.tiff,masachussetts/groundtruth/22079065_15.tif,195,False
589,masachussetts/images/22079080_15.tiff,masachussetts/groundtruth/22079080_15.tif,1693723,True
590,masachussetts/images/22079365_15.tiff,masachussetts/groundtruth/22079365_15.tif,84,False
591,masachussetts/images/22079380_15.tiff,masachussetts/groundtruth/22079380_15.tif,54,False
592,masachussetts/images/22079395_15.tiff,masachussetts/groundtruth/22079395_15.tif,1418,False
593,masachussetts/images/22079410_15.tiff,masachussetts/groundtruth/22079410_15.tif,96,False
594,masachussetts/images/22079425_15.tiff,masachussetts/groundtruth/22079425_15.tif,37,False
595,masachussetts/images/22228915_15.tiff,masachussetts/groundtruth/22228915_15.tif,403,False
596,masachussetts/images/22228930_15.tiff,masachussetts/groundtruth/22228930_15.tif,541,False
597,masachussetts/images/22228945_15.tiff,masachussetts/groundtruth/22228945_15.tif,294,False
598,masachussetts/images/22228960_15.tiff,masachussetts/groundtruth/22228960_15.tif,306,False
599,masachussetts/images/22228975_15.tiff,masachussetts/groundtruth/22228975_15.tif,12,False
600,masachussetts/images/22228990_15.tiff,masachussetts/groundtruth/22228990_15.tif,34,False
601,masachussetts/images/22229005_15.tiff,masachussetts/groundtruth/22229005_15.tif,353,False
602,masachussetts/images/22229020_15.tiff,masachussetts/groundtruth/22229020_15.tif,677,False
603,masachussetts/images/22229035_15.tiff,masachussetts/groundtruth/22229035_15.tif,461,False
604,masachussetts/images/22229065_15.tiff,masachussetts/groundtruth/22229065_15.tif,750594,True
605,masachussetts/images/22229080_15.tiff,masachussetts/groundtruth/22229080_15.tif,4315975,True
606,masachussetts/images/22229365_15.tiff,masachussetts/groundtruth/22229365_15.tif,636841,True
607,masachussetts/images/22229380_15.tiff,masachussetts/groundtruth/22229380_15.tif,657869,True
608,masachussetts/images/22229395_15.tiff,masachussetts/groundtruth/22229395_15.tif,31,False
609,masachussetts/images/22229410_15.tiff,masachussetts/groundtruth/22229410_15.tif,42,False
